1, 0.0010037951, 999
2, 0.0015621906, 642
3, 0.0020434458, 494
4, 0.0022549045, 447
5, 0.0022470087, 448
6, 0.0021183623, 474
7, 0.002178494, 461
8, 0.0022399253, 450
9, 0.0022770122, 441
10, 0.0021743164, 461
11, 0.0021961187, 458
12, 0.0021423856, 470
single, 8.156607E-4, 1226
