1, 6.137031E-4, 1631
2, 5.224819E-4, 1915
3, 5.0978386E-4, 1962
4, 5.2067556E-4, 1921
5, 5.165416E-4, 1936
6, 5.3993484E-4, 1861
7, 5.108685E-4, 1958
8, 5.137483E-4, 1947
9, 5.269912E-4, 1903
10, 4.8105879E-4, 2088
11, 4.9441593E-4, 2033
12, 4.537757E-4, 2271
single, 8.0580177E-4, 1241
