1, 7.390587E-4, 1376
2, 5.386372E-4, 1865
3, 5.230998E-4, 1926
4, 5.6855625E-4, 1776
5, 5.58299E-4, 1804
6, 5.26124E-4, 1914
7, 5.186885E-4, 1961
8, 5.669225E-4, 1782
9, 7.1465055E-4, 1404
10, 7.269329E-4, 1381
11, 7.0464116E-4, 1423
12, 6.863174E-4, 1484
single, 0.0013192613, 758
