1, 9.3870657E-4, 1069
2, 5.674413E-4, 1787
3, 5.6100753E-4, 1819
4, 4.7555688E-4, 2135
5, 3.6683158E-4, 2750
6, 3.8465764E-4, 2608
7, 3.6671283E-4, 2734
8, 3.6631865E-4, 2736
9, 3.7515495E-4, 2693
10, 3.590469E-4, 2791
11, 3.3797423E-4, 2973
12, 3.7677304E-4, 2775
single, 0.0010504202, 952
