1, Infinity, 0
2, Infinity, 0
3, 1.0, 1
4, 1.0, 1
5, 1.0, 1
6, 0.95, 1
7, 0.6985965, 4
8, Infinity, 0
9, 1.0, 1
10, Infinity, 0
11, 0.90588236, 2
12, 1.0, 1
single, 8.810573E-4, 1135
