1, 0.001119823, 896
2, 0.0015821357, 637
3, 0.0022078338, 454
4, 0.0023894275, 418
5, 0.0024359245, 413
6, 0.0023627703, 424
7, 0.002229197, 453
8, 0.0022421796, 447
9, 0.002187198, 458
10, 0.0022449605, 447
11, 0.0022124697, 455
12, 0.002326517, 432
single, 7.6045626E-4, 1315
