1, 6.089626E-4, 1643
2, 0.0010316117, 972
3, 0.0014040109, 716
4, 0.0016680978, 602
5, 0.0017618149, 569
6, 0.0018899835, 532
7, 0.0018571883, 554
8, 0.0016779478, 605
9, 0.0016397617, 620
10, 0.0017163325, 596
11, 0.0017365463, 588
12, 0.0016734168, 604
single, 7.0521864E-4, 1418
