1, 3.236294E-4, 3116
2, 5.256064E-4, 1910
3, 8.119815E-4, 1240
4, 9.572742E-4, 1054
5, 0.0010424549, 963
6, 0.0011541207, 868
7, 9.118792E-4, 1121
8, 7.477266E-4, 1341
9, 6.9793116E-4, 1458
10, 7.0756045E-4, 1425
11, 6.8005716E-4, 1487
12, 7.3809165E-4, 1375
single, 7.479432E-4, 1337
